사업자등록번호,기업명,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드1,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,국가명,직원수,폐업여부,산업코드 대분류,구글 검색량
1018184113,가겐투안,2,1,1,0,0,0,75,0,0,0,2002-07-01,1,0,588.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",1.0
1138604965,디투엘,2,1,1,0,1,0,62,0,0,0,2006-03-30,1,0,188.0,0,정보통신업,196.0
2208727579,벡트,2,1,1,0,0,0,47,0,0,0,2006-04-05,1,0,45.0,0,도매 및 소매업,278.0
2048196897,늘푸른경기배움터,2,1,1,0,0,0,68,0,0,0,2006-04-03,1,0,4.0,0,부동산업,10.0
1078676896,이투데이,2,1,1,0,0,0,63,0,0,0,2006-04-04,1,0,150.0,0,정보통신업,752000.0
2148787999,강원학교관리,2,1,1,0,0,0,74,0,0,0,2006-04-04,1,0,6.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",252000.0
1348630548,새솔산업개발,2,1,1,0,0,0,68,0,0,0,2006-04-03,1,0,3.0,0,부동산업,986.0
1388133576,비에스글로벌,2,1,1,0,0,0,68,0,0,0,2006-04-04,1,0,11.0,0,부동산업,10600000.0
1428100133,퓨엠,2,1,1,0,0,0,46,0,0,0,2006-03-30,1,0,44.0,0,도매 및 소매업,0.0
3018190419,청주고속터미널,2,1,1,0,0,0,52,0,0,0,2006-05-10,1,0,14.0,0,운수 및 창고업,10700.0
6088162643,화인트로,2,1,1,0,1,0,30,0,0,0,2006-05-08,1,0,34.0,0,제조업,9080.0
4098190692,인탑스테크닉,2,1,1,0,0,0,29,0,0,0,2006-04-03,1,0,7.0,0,제조업,7.0
6168155861,더그린하우스,2,1,1,0,0,0,46,0,0,0,2006-03-27,1,0,141.0,0,도매 및 소매업,270000.0
1278198486,티피피,2,1,1,0,0,0,35,0,0,0,2009-01-01,1,0,8.0,0,"전기,가스,증기 및 공기 조절 공급업",2360.0
1198185054,알에프메디컬,2,1,1,0,0,0,27,0,0,0,2005-11-22,1,0,82.0,0,제조업,449.0
2208105011,동보올리브백화점,2,1,1,0,0,0,68,0,0,0,1990-05-15,1,0,7.0,0,부동산업,8.0
2148788168,토탈노즐,2,1,1,0,0,0,29,0,0,0,2006-04-01,1,0,2.0,0,제조업,66500.0
1058691232,아이엔에프아이엑스,2,1,1,0,0,0,47,0,0,0,2006-04-18,1,0,136.0,0,도매 및 소매업,6.0
1308621144,비엠에스종합개발,2,1,1,0,0,0,74,0,0,0,2006-04-12,1,0,750.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",27700.0
1298196072,한국무사시엔지니어링,2,1,1,1,0,0,46,0,0,0,2006-04-12,1,1,7.0,0,도매 및 소매업,468.0
1268194186,대한오케이스틸,2,1,1,0,0,0,24,0,0,0,2007-11-05,1,0,28.0,0,제조업,12200.0
1428100278,서원종합건설,2,1,1,0,0,0,72,0,0,0,2006-04-05,1,0,27.0,0,"전문, 과학 및 기술 서비스업",62500.0
1248644079,프라임아이디,2,1,1,0,0,0,68,0,0,0,2006-04-05,1,0,1.0,0,부동산업,36200000.0
1408114683,제이티,2,1,1,0,1,0,20,0,0,0,2006-04-07,1,0,57.0,0,제조업,17700.0
3018190229,코씨드바이오팜,2,1,1,0,1,0,20,0,0,0,2006-04-05,1,0,57.0,0,제조업,511.0
3178100358,신영이앤피,2,1,1,0,0,0,16,0,0,0,2006-06-01,1,0,56.0,0,제조업,748.0
3128182317,천마산업,2,1,1,0,0,0,30,0,0,0,2006-04-11,1,0,37.0,0,제조업,14400.0
6038162070,부산세광식품,2,1,1,0,1,0,10,0,0,0,2006-04-10,1,0,50.0,0,제조업,724.0
6098172687,알앤이,2,1,1,0,0,0,29,0,0,0,2006-09-01,1,0,56.0,0,제조업,25900.0
4118145318,선보하이텍,2,1,1,0,0,0,31,0,0,0,2006-08-25,1,0,31.0,0,제조업,11000.0
6168155973,요석산업,2,1,1,0,0,0,7,0,0,0,2006-06-10,1,0,18.0,0,광업,403.0
1248607190,서산수골프앤리조트,2,1,1,0,0,0,91,0,0,0,2003-03-14,1,0,45.0,0,"예술, 스포츠 및 여가관련 서비스업",5670.0
1178107504,충무정밀,2,1,1,0,0,0,26,0,0,0,1992-07-01,1,0,94.0,0,제조업,1360.0
1228152656,씨티전기,2,1,1,0,0,0,28,0,0,0,1997-03-03,1,0,45.0,0,제조업,27900.0
1258500188,삼양컴텍,2,1,2,0,0,0,25,0,0,1,1974-06-10,1,0,157.0,0,제조업,132.0
5028170049,삼덕,2,1,1,0,0,0,23,0,0,0,2003-04-22,1,0,1.0,0,제조업,12400.0
2208727870,써브감정평가법인,2,1,1,0,0,0,68,0,0,0,2006-04-01,1,0,204.0,0,부동산업,92.0
2128175699,다성종합개발,2,1,1,0,0,0,41,0,0,0,2006-04-13,1,0,1.0,0,건설업,321.0
2148788829,뉴시티,2,1,1,0,0,0,75,0,0,0,2006-04-13,1,0,8.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",605000.0
1208700440,하나대체투자자산운용,2,1,1,0,0,0,64,0,0,0,2006-04-14,1,0,124.0,0,금융 및 보험업,37800.0
2208730865,이비즈네트웍스,2,1,1,0,1,0,58,0,0,0,2006-04-18,1,0,40.0,0,정보통신업,476.0
1078677594,동인중공업,2,1,1,0,1,0,29,0,0,0,2006-04-17,1,0,98.0,0,제조업,27100.0
1058691815,에코로지스,2,1,1,0,0,0,46,0,0,0,2006-04-18,1,0,15.0,0,도매 및 소매업,7900.0
2148788737,코리아교육그룹,2,1,1,0,0,0,85,0,0,0,2006-04-20,1,0,93.0,0,교육 서비스업,2270000.0
1018623111,재림통상,2,1,1,0,0,0,46,0,0,0,2006-04-19,1,0,9.0,0,도매 및 소매업,312.0
2148789134,엠티씨,2,1,1,0,0,0,25,0,0,0,2006-04-19,1,0,53.0,0,제조업,18700.0
1018623203,메가와이즈구로,2,1,1,0,0,0,46,0,0,0,2006-04-20,1,0,0.0,0,도매 및 소매업,129.0
1208700834,유나이티드오션,2,1,1,0,0,0,46,0,0,0,2006-04-20,1,0,5.0,0,도매 및 소매업,49700000.0
1178158115,뮤제오,2,1,1,0,0,0,46,0,0,0,2006-04-24,1,0,35.0,0,도매 및 소매업,331.0
1078678216,일산에듀피아,2,1,1,0,0,0,74,0,0,0,2006-04-24,1,0,6.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",0.0
1018623407,디앤에스씨,2,1,1,0,0,0,46,0,0,0,2006-04-25,1,0,16.0,0,도매 및 소매업,1130.0
1378174569,세운산업,2,1,1,0,0,0,47,0,0,0,2006-04-13,1,0,29.0,0,도매 및 소매업,187000.0
1218178653,베이스캐리어,2,1,1,0,0,0,29,0,0,0,2006-04-25,1,0,52.0,0,제조업,5490.0
1258162809,코엠,2,1,1,0,0,0,29,0,0,0,2006-04-24,1,0,67.0,0,제조업,232.0
1258162814,금하씨앤디,2,1,1,0,0,0,41,0,0,0,2006-04-25,1,0,2.0,0,건설업,63.0
1348630761,디와이홀딩스,2,1,1,0,0,0,64,0,0,0,2006-04-14,1,0,1.0,0,금융 및 보험업,1770.0
1248644399,케이엔에스,2,1,1,0,1,0,29,0,0,0,2006-04-20,1,0,25.0,0,제조업,42100.0
1388133955,제일솔루텍,2,1,1,0,0,0,29,0,0,0,2006-04-18,1,0,59.0,0,제조업,282.0
5148157791,거한건설,2,1,1,0,0,0,41,0,0,0,2006-04-20,1,0,18.0,0,건설업,202.0
5038172109,왕보,2,1,1,0,1,0,13,0,0,0,2006-04-21,1,0,75.0,0,제조업,763.0
5068157830,다원하이텍,2,1,1,0,1,1,24,0,0,0,2006-04-25,1,0,20.0,0,제조업,418.0
6038162196,한창어업,2,1,1,0,0,0,3,0,0,0,2006-04-20,1,0,80.0,0,"농업,임업 및 어업",4880.0
6058177230,세종석유,2,1,1,0,0,0,47,0,0,0,2006-04-21,1,0,7.0,0,도매 및 소매업,151000.0
6088162546,수성기체산업,2,1,1,0,0,0,31,0,0,0,2006-04-21,1,0,187.0,0,제조업,830.0
6158148483,푸른김해지키미,2,1,1,0,0,0,37,0,0,0,2006-04-18,1,0,7.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",15.0
4088170126,한국예술종합학교교육원,2,1,1,0,0,0,85,0,0,0,2006-04-25,1,0,8.0,0,교육 서비스업,15300.0
6168156045,아름다운섬나라,2,1,1,0,0,0,50,0,0,0,2006-04-14,1,0,37.0,0,운수 및 창고업,3990.0
6218166735,실버스타케미칼,2,1,1,0,0,0,46,0,0,0,2006-04-18,1,0,22.0,0,도매 및 소매업,2310.0
1418105907,금강고속관광,2,1,1,0,0,0,49,0,0,0,2006-04-25,1,0,110.0,0,운수 및 창고업,11500.0
6218166429,경동기업,2,1,1,0,0,0,74,0,0,0,2006-03-16,1,0,441.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",89800.0
6098172580,덕진토건,2,1,1,0,0,0,41,0,0,0,2006-04-03,1,0,29.0,0,건설업,190.0
1088175046,대성아이앤디,2,1,1,0,0,0,71,0,0,0,2006-04-28,1,0,8.0,0,"전문, 과학 및 기술 서비스업",1990.0
1358186190,소백종합전설,2,1,1,0,0,0,42,0,0,0,2006-04-27,1,0,4.0,0,건설업,161.0
1268194736,태은물류,2,1,1,0,0,0,52,0,0,0,2006-04-28,1,0,104.0,0,운수 및 창고업,541.0
1248645118,나우이엔지,2,1,1,0,0,0,29,0,0,0,2006-05-15,1,0,73.0,0,제조업,919.0
1248644574,에스엔에프,2,1,1,0,0,0,29,0,0,0,2006-05-01,1,0,79.0,0,제조업,936.0
3038145190,풍진솔루션,2,1,1,0,0,0,30,0,0,0,2006-10-01,1,0,168.0,0,제조업,407.0
3088124002,논산아랫물길,2,1,1,0,0,0,37,0,0,0,2006-04-26,1,0,1.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",9.0
6128124634,우신,2,1,1,0,0,0,68,0,0,0,2006-04-25,1,0,2.0,0,부동산업,38500.0
6158148620,진영코리아,2,1,1,0,0,0,30,0,0,0,2006-04-27,1,0,66.0,0,제조업,91000.0
4088169838,전남서부교육시설,2,1,1,0,0,0,68,0,0,0,2006-04-28,1,0,2.0,0,부동산업,47800.0
4108603168,지에프텍,2,1,1,0,0,0,26,0,0,0,2006-04-28,1,0,74.0,0,제조업,333.0
4098190784,아이앤지건설,2,1,1,0,0,0,91,0,0,0,2006-04-14,1,0,1.0,0,"예술, 스포츠 및 여가관련 서비스업",26400.0
1268173046,씨앤에이치프리미어렌탈,2,1,1,0,0,0,76,0,0,0,2003-07-24,1,0,9.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",73.0
1078678399,에이스투자금융,2,1,1,0,0,0,64,0,0,0,2006-06-01,1,0,15.0,0,금융 및 보험업,67700.0
1208701134,링크프라이스,2,1,1,1,0,0,63,0,0,0,2006-05-03,1,2,300.0,0,정보통신업,4790.0
1088175390,와이즈비젼,2,1,1,0,0,0,74,0,0,0,2006-05-04,1,0,435.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",1130000.0
2158685930,지정이앤씨,2,1,1,0,0,0,42,0,0,0,2006-05-04,1,0,36.0,0,건설업,25600.0
1058692212,유비엠텍,2,1,1,0,0,0,46,0,0,0,2006-05-12,1,0,3.0,0,도매 및 소매업,505.0
2208729669,이연에프엔씨,2,1,1,0,0,0,10,0,0,0,2006-05-09,1,0,97.0,0,제조업,1850.0
1048600932,유윌비손해사정,2,1,1,0,0,0,66,0,0,0,2006-05-10,1,0,194.0,0,금융 및 보험업,1.0
1298196937,넷케이티아이,2,1,1,0,0,0,46,0,0,0,2006-05-04,1,0,240.0,0,도매 및 소매업,4750.0
1268194866,다성테크,2,1,1,0,1,0,25,0,0,0,2006-05-04,1,0,101.0,0,제조업,542.0
1388133993,용마일렉트로닉스,2,1,1,0,0,0,46,0,0,0,2006-05-04,1,0,20.0,0,도매 및 소매업,10.0
1408115168,엘디스,2,1,1,1,1,0,26,0,0,0,2006-05-03,1,1,43.0,0,제조업,12600.0
5048166783,아이비푸드,2,1,1,0,0,0,56,0,0,0,2006-05-08,1,0,397.0,0,숙박 및 음식점업,12500.0
5048167652,보하라,2,1,1,0,0,0,56,0,0,0,2006-05-08,1,0,18.0,0,숙박 및 음식점업,474000.0
5118114003,청정상주,2,1,1,0,0,0,37,0,0,0,2006-05-04,1,0,7.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",17300.0
6068198257,대성문산업개발,2,1,1,0,0,0,24,0,0,0,2006-05-03,1,0,5.0,0,제조업,24600.0
6088162774,에스앤피,2,1,1,0,0,0,25,0,0,0,2006-05-10,1,0,6.0,0,제조업,4220.0
6098172974,경성엠티,2,1,1,0,0,0,31,0,0,0,2006-05-09,1,0,72.0,0,제조업,9700.0
4098190921,남양강진씨앤지,2,1,1,0,0,0,41,0,0,0,2006-05-15,1,0,5.0,0,건설업,1.0
4018129382,해강건설,2,1,1,0,0,0,41,0,0,0,2006-05-02,1,0,18.0,0,건설업,803.0
1268191990,네오피에스,2,1,1,0,0,0,14,0,0,0,2006-01-02,1,0,34.0,0,제조업,224000.0
2118757588,텐마인즈,2,1,1,0,0,0,46,0,0,0,2004-11-16,1,0,17.0,0,도매 및 소매업,1510.0
1048600873,영덕엔바이로,2,1,1,0,0,0,74,0,0,0,2006-05-12,1,0,1.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",504.0
2118782302,베록스,2,1,1,0,0,0,24,0,0,0,2006-06-01,1,0,47.0,0,제조업,334.0
1208705498,대건유앤에쓰,2,1,1,0,0,0,68,0,0,0,2006-05-15,1,0,2.0,0,부동산업,10.0
2208730375,동훈도스,2,1,1,0,0,0,42,0,0,0,2006-05-30,1,0,12.0,0,건설업,8.0
2208732053,신평,2,1,1,0,0,0,24,0,0,0,2006-06-19,1,0,26.0,0,제조업,113000.0
2148790612,타임폴리오자산운용,2,1,1,0,0,0,66,0,0,0,2006-05-15,1,0,71.0,0,금융 및 보험업,9370.0
1348631042,드림원,2,1,1,0,0,0,68,0,0,0,2006-05-10,1,0,6.0,0,부동산업,1560000.0
1348631381,비티씨,2,1,1,0,1,0,46,0,0,0,2006-05-16,1,0,53.0,0,도매 및 소매업,2870.0
1268194944,케이씨모터스,2,1,1,0,0,0,30,0,0,0,2006-05-16,1,0,279.0,0,제조업,384.0
6088162890,원강산업,2,1,1,0,0,0,28,0,0,0,2006-05-15,1,0,116.0,0,제조업,2020.0
4118144420,푸른목포환경,2,1,1,0,0,0,37,0,0,0,2006-05-12,1,0,1.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",9850.0
1208701814,노스스타컨설팅,2,1,1,0,0,0,58,0,0,0,2006-05-17,1,0,114.0,0,정보통신업,6350.0
1078678666,안산에듀피아,2,1,1,0,0,0,74,0,0,0,2006-05-17,1,0,6.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",2.0
2048197483,늘푸른캠퍼스,2,1,1,0,0,0,68,0,0,0,2006-05-18,1,0,4.0,0,부동산업,1120.0
2208730507,신기씨앤에스,2,1,1,0,0,0,46,0,0,0,2006-05-19,1,0,8.0,0,도매 및 소매업,192.0
1058692527,우아개발,2,1,1,0,0,0,68,0,0,0,2006-05-19,1,0,5.0,0,부동산업,139000.0
1208701885,아성,2,1,1,0,0,0,46,0,0,0,2006-06-01,1,0,28.0,0,도매 및 소매업,80000.0
2208730230,엔잭타,2,1,1,1,0,0,46,0,0,0,2006-05-23,1,2,26.0,0,도매 및 소매업,3.0
1088175352,텔릿와이어리스솔루션즈,2,1,1,1,0,0,26,0,0,0,2006-05-24,1,2,117.0,0,제조업,201.0
1208702021,인터머니인베스트,2,1,1,0,0,0,71,0,0,0,2006-06-01,1,0,4.0,0,"전문, 과학 및 기술 서비스업",2670.0
1378175194,인천교육발전,2,1,1,0,0,0,74,0,0,0,2006-05-23,1,0,0.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",699000.0
1408115760,진보유통,2,1,1,0,0,0,47,0,0,0,2006-05-18,1,0,58.0,0,도매 및 소매업,97900.0
3018190710,청주친환경,2,1,1,0,0,0,37,0,0,0,2006-05-17,1,0,0.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",111000.0
3148182405,계룡하수관거,2,1,1,0,0,0,37,0,0,0,2006-05-19,1,0,0.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",355.0
