사업자등록번호,기업명,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드1,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,국가명,직원수,폐업여부,산업코드 대분류,구글 검색량
1358514831,우림유통(주)용인상휴게소,2,1,2,0,0,0,56,0,0,1,1998-04-01,1,0,26.0,1,숙박 및 음식점업,10500
1378500221,티피씨메카트로닉스,2,1,2,1,0,0,29,0,0,1,1979-01-22,1,2,190.0,1,제조업,10500
1378511747,신안건설산업,2,1,2,0,0,0,68,0,0,1,2005-01-01,1,0,2.0,1,부동산업,10500
1398500912,국제다이아몬드공업,2,1,2,0,0,0,29,0,0,1,1977-06-24,1,0,10.0,1,제조업,10500
2038531040,비와이씨광희사무소,2,1,2,0,0,0,72,0,0,1,1955-05-13,1,0,300.0,1,"전문, 과학 및 기술 서비스업",10500
2048135769,덕흥수산,2,1,1,0,0,0,46,0,0,0,1996-06-28,1,0,3.0,1,도매 및 소매업,10500
2048503417,정우금속공업(주)남양주지점,2,1,2,1,0,0,24,0,0,1,1986-12-16,1,2,257.0,1,제조업,10500
2068511397,금화성수지점,2,1,2,0,0,0,46,0,0,1,2001-01-01,1,0,31.0,1,도매 및 소매업,10500
2138627929,도시피디,2,1,1,0,0,0,47,0,0,0,2003-05-27,1,0,16.0,1,도매 및 소매업,10500
2148500678,원림서초빌딩,2,1,2,0,0,0,68,0,0,1,2005-01-01,99,0,78.0,1,부동산업,10500
2148513950,금양서울사무소,2,1,2,0,0,0,29,0,0,1,1998-06-19,1,0,16.0,1,제조업,10500
2158522262,디에스피서울지사,2,1,2,0,0,0,25,0,0,1,1996-04-01,1,0,35.0,1,제조업,10500
2188500267,동양잉크동부,2,1,2,0,0,0,46,0,0,1,1986-02-01,1,0,0.0,1,도매 및 소매업,10500
2248506965,동해엔지니어링(주)서울사무소,2,1,2,0,0,0,29,0,0,1,1980-04-23,1,0,25.0,1,제조업,10500
3058515711,소디프비앤에프대전지점,2,1,2,0,0,0,10,0,0,1,2005-01-01,1,0,3.0,1,제조업,10500
3058518682,담터대전영업소,2,1,2,0,0,0,10,0,0,1,2006-04-28,1,0,9.0,1,제조업,10500
3058522401,미디어신나라은행동점,2,1,2,0,0,0,46,0,0,1,2005-01-01,1,0,50.0,1,도매 및 소매업,10500
3058525067,머거본대전지점,2,1,2,0,0,0,11,0,0,1,2005-01-01,1,0,0.0,1,제조업,10500
3068507719,한스코제이공장,2,1,2,0,0,0,31,0,0,1,1976-05-27,1,0,100.0,1,제조업,10500
3068512319,흥진,2,1,2,0,0,0,19,0,0,1,2005-01-01,1,0,0.0,1,제조업,10500
3118503845,성원제강(주)당진공장,2,1,2,0,0,0,24,0,0,1,2005-01-01,1,0,15.0,1,제조업,10500
3128522563,플랙트그룹코리아,2,1,2,1,0,0,46,0,0,1,2002-04-01,1,2,25.0,1,도매 및 소매업,10500
3128523655,청우식품천안영업소,2,1,2,0,0,0,46,0,0,1,2002-10-01,1,0,600.0,1,도매 및 소매업,10500
3148513963,바이오니아,2,1,2,0,0,0,21,0,0,1,1992-08-28,1,0,377.0,1,제조업,10500
4028158497,고려상조,2,1,1,0,0,0,96,0,0,0,2004-03-22,1,0,5.0,1,협회 및 단체,10500
4168508636,미주제강,2,1,2,0,0,0,24,0,0,1,1999-12-01,1,0,89.0,1,제조업,10500
5138501860,엔피케이구미공장,2,1,2,0,0,0,46,0,0,1,1987-03-04,1,0,133.0,1,도매 및 소매업,10500
5158505969,에나인더스트리경산지점,2,1,2,0,0,0,30,0,0,1,2003-12-01,1,0,42.0,1,제조업,10500
6038503633,삼익,2,1,2,0,0,0,22,0,0,1,1987-12-01,1,0,175.0,1,제조업,10500
6038511190,한미상사서부영업소,2,1,2,0,0,0,46,0,0,1,1999-01-01,1,0,150.0,1,도매 및 소매업,10500
6058505146,인석,2,1,2,0,0,0,46,0,0,1,2005-01-01,1,0,15.0,1,도매 및 소매업,10500
6108502423,한국보팍터미날울산일터미날,2,1,2,1,0,0,52,0,0,1,2005-01-01,1,2,54.0,1,운수 및 창고업,10500
6108518018,한국보팍터미날울산이터미날,2,1,2,0,0,0,52,0,0,1,2005-01-01,1,0,0.0,1,운수 및 창고업,10500
6158503790,신일전기(주)김해지점,2,1,2,0,0,0,28,0,0,1,1978-07-01,1,0,38.0,1,제조업,10500
6188511208,진산호텔앤리조트(주)해운대호텔,2,1,2,0,0,0,55,0,0,1,1999-09-01,4,0,200.0,1,숙박 및 음식점업,10500
